FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,CarbohydrateAmount_g,CholesterolAmount_mg,DietaryFibreAmount_g,EnergyAmount_kcal,GlycemicIndexAmount,ProteinAmount_g,SugarAmount_g,MonounsaturatedFatAmount_g,PolyunsaturatedFatAmount_g,SaturatedFatAmount_g,TotalFatAmount_g,Vegan,Vegetarian,Halal,ContainsBeef
Baked Fish Rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (450g),72.45,,6.75,729.0,,34.2,4.95,10.62,3.15,19.22,33.71,True,True,True,False
Baked durian mooncake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (25g),12.44,0.75,0.68,102.35,,1.28,8.11,2.22,0.79,2.03,5.28,True,True,True,False
Baked kueh lapis,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (50g),17.3,112.0,0.6,237.3,,4.0,,4.55,1.15,10.45,16.9,True,True,True,False
Baked lotus paste mooncake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (25g),12.69,1.48,0.67,95.28,,1.39,8.85,1.78,1.28,1.09,4.33,True,True,True,False
Baked otah bun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Whole (67g),28.14,26.8,1.34,190.28,,7.1,,1.14,0.34,3.75,5.49,True,True,True,False
"Baking powder, double-acting",MISCELLANEOUS,Baking / leavening agents,Teaspoon (4.6g),1.27,0.0,0.01,2.44,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False
Baking soda,MISCELLANEOUS,Baking / leavening agents,Teaspoon (4.6g),0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False
Bakwan kepiting,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (497g),0.5,33.8,1.19,141.15,,14.91,0.5,3.83,1.29,3.33,8.85,True,True,True,False
"Bamboo shoot, in coconut milk, stewed (Malay)","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-rice (11and 1/2 cm) (187.1g),2.88,10.14,2.75,108.52,,3.93,1.67,0.56,0.36,7.71,8.98,True,True,True,False
"Bamboo shoots, braised, canned, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (5.8g),0.28,0.0,0.12,3.77,,0.09,,0.01,0.11,0.01,0.25,True,True,True,False
"Bamboo shoots, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (144g),12.24,0.0,2.88,60.48,,3.02,,0.0,0.0,0.0,0.0,True,True,True,False
"Bamboo shoots, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (81g),3.56,,0.65,25.94,,1.78,,,,,0.49,True,True,True,False
Ban mian soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (528g),48.05,232.32,3.17,475.2,,21.65,0.01,9.5,3.17,8.45,21.65,True,True,True,False
"Ban mian, noodles only","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (334g),55.78,6.68,3.34,283.9,220.44,9.35,0.67,0.57,0.5,0.57,2.67,True,True,True,False
Banana (pisang mas),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (50g),11.45,0.0,1.3,49.5,,0.7,6.65,0.02,0.04,0.05,0.15,True,True,True,False
Banana (pisang nangka),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (122g),34.77,0.0,3.17,147.62,,1.71,20.01,0.02,0.05,0.09,0.24,True,True,True,False
Banana (pisang rajah udang / merah),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (185g),35.71,0.0,4.81,153.55,,1.67,19.61,0.06,0.13,0.19,0.56,True,True,True,False
Banana (pisang rastali),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (43g),9.37,0.0,1.12,40.85,,0.69,,0.01,0.02,0.03,0.09,True,True,True,False
Banana (pisang tanduk),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (352g),97.15,0.0,9.15,415.36,,4.22,54.21,0.14,0.32,0.49,1.41,True,True,True,False
Banana cake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (90g),32.58,64.8,1.17,291.6,,5.04,19.08,4.57,3.99,6.44,15.66,True,True,True,False
Banana chips,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",1 portion (50g),28.02,0.0,2.15,255.85,,1.28,3.99,6.09,1.2,7.44,15.41,True,True,True,False
Banana flower,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (34g),1.5,0.0,0.27,9.52,,0.48,0.0,0.05,0.0,0.01,0.07,True,True,True,False
Banana fritter,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (65g),35.88,0.0,2.28,196.95,,1.43,13.59,1.37,0.26,3.45,5.33,True,True,True,False
"Banana, raw, unspecified type",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (118g),26.9,0.0,3.07,105.02,,1.3,14.4,0.04,0.09,0.13,0.39,True,True,True,False
Bandung,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,1 portion (250g),33.0,5.0,0.0,157.5,,1.0,33.0,0.5,0.0,1.75,2.5,True,True,True,False
Barbecued chicken wings,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Piece (98g),0.0,131.32,0.0,252.84,,24.4,0.0,8.33,3.14,4.9,17.35,True,True,True,False
Barbecued spare ribs,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Piece (27.82g),1.39,25.59,0.0,110.72,,6.37,1.39,4.12,0.7,3.64,8.87,True,True,True,False
Barbecued spring chicken,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,One half (315g),0.0,459.9,0.0,749.7,,70.25,0.0,25.2,8.51,15.44,51.98,True,True,True,False
Barfi,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (50g),27.5,0.0,0.75,270.5,,2.55,22.0,7.23,3.02,5.74,16.7,True,True,True,False
Barilla Arrabbiata Sauce,MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (15g),0.9,0.0,0.3,9.3,,0.23,0.68,0.0,0.0,0.06,0.53,True,True,True,False
Barilla Napoletana Sauce,MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (15g),1.07,0.0,0.23,10.65,,0.23,0.75,0.0,0.0,0.08,0.56,True,True,True,False
Barley water,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Glass (250ml) (237g),13.98,0.0,0.0,54.51,75.84,0.0,13.98,0.0,0.0,0.0,0.0,True,True,True,False
"Barley, pearl, raw",CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (14g),10.04,0.0,1.6,46.9,2.1,1.29,0.1,0.03,0.07,0.03,0.18,True,True,True,False
Basan cake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (55g),30.8,7.15,0.94,296.45,,2.09,22.83,0.55,1.25,9.77,18.37,True,True,True,False
"Base, beef flavour, natural",MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Gram (1g),0.31,0.36,0.0,2.32,,0.06,,0.04,0.01,0.03,0.09,True,True,True,False
"Base, chicken flavour, natural",MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Gram (1g),0.29,0.37,0.0,2.04,,0.06,,0.03,0.02,0.02,0.07,True,True,True,False
"Base, shrimp flavour, natural",MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Gram (1g),0.36,0.09,0.0,2.12,,0.12,,0.01,0.01,0.0,0.02,True,True,True,False
"Basil Crayfish Pasta, Pizzahut",FAST FOODS,All fast food outlets in alphabetical order,Whole (360g),65.52,36.72,8.28,482.4,,25.2,24.84,,,2.92,14.04,True,True,True,False
"Basil, dry",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (1.4g),0.6,0.0,0.25,3.51,,0.2,0.6,0.01,0.04,0.0,0.06,True,True,True,False
"Basil, fresh",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (2.6g),0.13,0.0,0.14,1.04,,0.08,0.13,0.0,0.01,0.0,0.02,True,True,True,False
"Bass, sharptooth, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (215g),0.0,,0.0,199.89,,43.43,,,,,2.8,True,True,True,False
"Batang, raw",FISH AND FISH PRODUCTS,Fish and roe,Piece (116g),0.0,32.48,0.0,133.4,,24.13,0.0,1.35,0.19,2.05,4.18,True,True,True,False
Bathusa,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (56g),31.3,0.0,0.56,284.48,,2.52,12.54,0.56,1.66,7.6,16.58,True,True,True,False
"Batter mix, dry",MISCELLANEOUS,Baking / leavening agents,Gram (1g),0.8,0.0,0.02,3.58,,0.08,0.01,,,,0.02,True,True,True,False
Baulu cermai,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (6g),4.48,,0.07,22.8,,0.56,,,,,0.29,True,True,True,False
"Bay leaf, raw",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (1.8g),0.88,0.0,0.47,5.63,,0.14,0.0,0.03,0.04,0.04,0.15,True,True,True,False
"Bean paste, fermented, with chilli","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Tablespoon (18g),4.46,0.0,0.4,33.13,,1.42,,0.49,0.43,0.11,1.06,True,True,True,False
"Bean sprouts, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (62.67g),0.88,0.0,1.0,12.6,,1.69,0.56,0.0,0.0,0.0,0.06,True,True,True,False
"Bean, broad, boiled","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (170g),4.08,0.0,12.92,100.45,,12.58,1.36,,,,0.85,True,True,True,False
"Bean, broad, raw","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Whole (8g),0.18,0.0,0.57,4.4,,0.55,0.06,,,,0.04,True,True,True,False
Beancurd Dessert with Red Bean Toppings,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",1 portion (392g),19.6,,7.45,164.64,,9.8,10.58,0.82,1.76,2.63,5.25,True,True,True,False
"Beancurd, preserved","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Packet (229g),13.74,0.0,0.0,336.63,,28.63,0.0,4.24,11.38,2.91,18.55,True,True,True,False
"Beancurd, red, preserved","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Whole (7.56g),0.57,0.0,0.05,11.42,,0.91,,0.14,0.36,0.1,0.61,True,True,True,False
"Beans broad, coated with satay powder, deep fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Cup (121g),40.39,4.48,11.28,472.63,,22.84,9.92,10.01,3.06,10.26,24.41,True,True,True,False
"Beans, baked, canned, plain or vegetarian","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (254g),43.28,0.0,10.41,238.76,,12.07,20.22,0.24,0.31,0.18,0.94,True,True,True,False
"Beans, black, fermented","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Tablespoon (16g),5.89,0.0,0.94,39.04,,3.86,,,,,,True,True,True,False
"Beans, black, mature seeds, cooked, boiled, without salt","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (172g),40.78,0.0,14.96,227.04,,15.24,,0.08,0.4,0.24,0.93,True,True,True,False
"Beans, four angled, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (62g),2.85,0.0,1.3,18.67,,1.55,2.29,0.0,0.06,0.0,0.12,True,True,True,False
"Beans, french, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (82g),2.21,0.0,2.54,23.94,,1.97,1.07,0.0,0.0,0.0,0.16,True,True,True,False
"Beans, hyacinth beans, immature seeds, raw","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (86g),7.9,0.0,,39.56,,1.81,,0.08,0.01,0.08,0.17,True,True,True,False
"Beans, kidney, red, mature seeds, raw","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (184g),112.79,0.0,27.97,620.08,34.96,41.4,4.05,0.15,1.09,0.28,2.02,True,True,True,False
"Beans, lima, dried","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (180g),67.86,0.0,31.86,473.4,,38.52,6.66,0.36,1.62,0.36,3.06,True,True,True,False
"Beans, navy, mature seeds, raw","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (208g),131.85,0.0,31.82,705.12,54.08,40.96,8.07,0.27,1.82,0.35,3.12,True,True,True,False
"Beans, soya bean, black","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (176g),54.56,,,656.48,,56.67,,,,,23.41,True,True,True,False
"Beans, soya beans, mature cooked, boiled, without salt","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (172g),17.06,0.0,10.32,297.56,17.2,28.62,5.16,3.41,8.71,2.23,15.43,True,True,True,False
"Beansprouts with salted fish, stir fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Plate-20cm (75.9g),1.62,3.32,1.25,88.8,,4.78,1.62,2.34,2.38,2.01,7.06,True,True,True,False
"Beansprouts, mung, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (109.56g),4.59,0.0,0.88,23.01,,2.22,,0.01,0.04,0.03,0.1,True,True,True,False
Bee hoon soto,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (902.21g),30.95,62.43,3.52,358.72,,19.76,5.86,6.77,2.98,6.77,17.32,True,True,True,False
Bee hoon soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (650g),75.4,109.2,7.28,580.45,,29.25,-6.5,7.15,3.9,6.11,18.01,True,True,True,False
Beef Bolognese,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (480g),61.92,,12.48,451.2,,24.0,11.52,4.22,3.07,4.18,11.81,True,True,True,False
Beef Don,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (385g),78.54,,5.78,527.45,,27.72,3.47,4.7,0.89,5.16,11.28,True,True,True,False
Beef Goulash,MEAT AND MEAT PRODUCTS,Beef and veal,1 portion (232g),5.75,78.88,1.16,252.88,,30.62,3.48,4.13,2.32,3.16,10.9,True,True,True,False
"Beef Lasagne, Pizzahut",FAST FOODS,All fast food outlets in alphabetical order,Whole (262g),79.91,66.55,13.62,917.0,,58.43,12.31,5.45,2.1,20.7,40.61,True,True,True,False
Beef Taco,MEAT AND MEAT PRODUCTS,Beef and veal,1 portion (78g),11.19,24.18,2.81,184.08,,8.42,0.75,4.25,1.64,3.63,10.51,True,True,True,False
Beef and Teriyaki Chicken Bento,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Egg based dishes,1 portion (489g),95.36,,10.76,743.28,,43.03,4.4,8.9,3.62,7.92,20.88,True,True,True,False
Beef and egg porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (403g),10.36,210.37,1.57,285.32,,16.12,0.52,8.91,5.44,4.72,19.95,True,True,True,False
Beef ball kway teow soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (550g),86.35,38.5,5.5,627.0,,38.5,-5.5,5.61,1.21,6.99,14.3,True,True,True,False
Beef ball soup,OTHER MIXED ETHNIC DISHES,Meat based dishes,Bowl-soup (16 and 1/2 cm) (592g),5.56,110.94,1.48,180.74,,19.24,-5.92,3.73,0.36,4.56,9.06,True,True,True,False
Beef banh mi,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (224g),44.8,,2.69,425.6,,29.34,3.58,4.68,4.75,4.68,14.4,False,False,False,True
"Beef broth, dried",MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Cube/Square (3.6g),0.85,0.36,0.0,8.57,,0.58,,0.13,0.01,0.16,0.32,True,True,True,False
Beef burger (2018),FAST FOODS,All fast food outlets in alphabetical order,Whole (128g),25.86,,2.18,264.96,,14.21,6.78,4.66,0.9,5.75,11.62,True,True,True,False
Beef burger with cheese,FAST FOODS,All fast food outlets in alphabetical order,Whole (118g),32.0,41.01,2.31,300.12,,17.0,0.0,0.0,0.0,5.99,12.0,True,True,True,False
Beef hor fun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (481g),94.76,38.48,6.25,697.45,,19.72,0.0,11.06,2.89,11.54,26.46,True,True,True,False
Beef in tomato sauce,OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (85g),9.53,53.66,1.22,168.81,,16.69,9.34,0.88,0.17,5.71,7.11,True,True,True,False
Beef noodles soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (789g),59.91,50.98,5.33,412.15,,29.14,13.0,2.22,1.45,2.07,5.98,True,True,True,False
"Beef patty, raw",MEAT AND MEAT PRODUCTS,Beef and veal,Piece (74g),3.63,69.56,0.0,186.48,,16.65,0.74,5.14,0.47,4.56,11.69,True,True,True,False
Beef pho,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-soup (16 and 1/2 cm) (790g),56.09,,3.95,355.5,,22.12,8.69,1.9,0.63,2.37,4.98,False,False,False,True
Beef porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (370g),21.9,25.16,1.04,217.93,,12.95,0.59,3.37,1.67,2.96,8.73,True,True,True,False
Beef rendang,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,1 portion (267g),3.74,237.63,7.48,596.03,,68.09,2.14,13.08,3.2,16.55,34.44,True,True,True,False
"Beef satay, without satay sauce","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Stick (12g),2.3,19.68,0.0,28.74,,2.92,2.26,0.4,0.07,0.37,0.88,True,True,True,False
Beef serunding (Malay),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-16cm (226.08g),8.09,73.11,11.87,729.33,,33.64,8.09,9.92,2.55,47.25,62.49,True,True,True,False
"Beef shin, with vegetable","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-20cm (272.22g),7.89,46.28,6.53,280.39,,25.32,5.99,5.83,5.25,4.76,16.61,True,True,True,False
Beef stomach noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (293g),41.02,61.53,5.27,398.48,,31.64,9.67,8.79,1.26,4.34,12.01,True,True,True,False
"Beef udon, soup","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (632g),54.6,123.24,3.35,458.83,,24.52,7.52,6.26,1.26,6.89,15.8,True,True,True,False
"Beef, blade steak, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (160g),0.0,128.0,0.0,303.54,,48.8,0.0,5.28,0.64,4.48,11.84,True,True,True,False
"Beef, blade steak, grilled, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (160g),0.0,129.6,0.0,261.44,,50.56,0.0,2.56,0.64,2.08,6.4,True,True,True,False
"Beef, blade steak, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (230g),0.0,110.4,0.0,392.86,,48.3,0.0,10.12,1.15,8.28,22.31,True,True,True,False
"Beef, blade steak, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (230g),0.0,103.5,0.0,260.82,,51.06,0.0,2.3,0.92,2.07,5.98,True,True,True,False
"Beef, boneless, unspecified cut, cooked, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),0.0,142.5,0.0,345.8,,59.47,0.0,5.08,0.59,5.3,11.97,True,True,True,False
"Beef, boneless, unspecified cut, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),0.0,137.6,0.0,396.7,,43.0,0.0,11.4,1.72,12.04,25.16,True,True,True,False
"Beef, boneless, unspecified cut, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),0.0,129.0,0.0,257.96,,46.44,0.0,3.66,0.65,3.87,7.96,True,True,True,False
"Beef, brisket, corned, boiled , lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (45g),0.0,31.05,0.0,140.03,,11.52,0.0,4.55,0.36,4.77,10.53,True,True,True,False
"Beef, brisket, corned, boiled, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (45g),0.0,31.95,0.0,95.51,,14.0,0.0,2.03,0.18,2.16,4.37,True,True,True,False
"Beef, brisket, corned, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (575g),0.0,270.25,0.0,1144.78,,97.75,0.0,37.38,4.03,39.1,80.5,True,True,True,False
"Beef, brisket, corned, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (575g),0.0,258.75,0.0,544.21,,113.85,0.0,4.03,0.58,4.6,9.2,True,True,True,False
"Beef, chuck steak, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),0.0,141.9,0.0,388.85,,46.66,0.0,9.46,1.08,8.82,22.58,True,True,True,False
"Beef, chuck steak, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (189g),0.0,126.63,0.0,233.76,,43.47,0.0,1.89,0.76,1.7,6.43,True,True,True,False
"Beef, chuck steak, simmered, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),0.0,163.4,0.0,486.81,,63.27,0.0,11.02,0.95,11.78,26.03,True,True,True,False
"Beef, chuck steak, simmered, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (156g),0.0,127.92,0.0,316.55,,57.56,0.0,4.37,0.47,4.52,9.36,True,True,True,False
"Beef, cooked in soya sauce, simmered (Malay)","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (256.36g),9.69,67.12,4.77,243.29,,20.2,8.56,4.31,5.41,3.41,13.74,True,True,True,False
"Beef, cooked in turmeric sauce, ginger, simmered (Malay)","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-16cm (159.88g),3.23,111.37,4.65,222.71,,28.47,3.13,3.29,3.34,3.52,10.65,True,True,True,False
"Beef, cooked with coconut milk, garlic, ginger, simmered (Malay)","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-20cm (283.4g),5.67,114.18,5.81,612.14,,41.09,2.69,14.82,4.11,26.24,47.24,True,True,True,False
"Beef, corned, canned, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Slice (50g),0.15,36.0,0.0,100.36,,11.8,0.15,2.65,0.1,2.45,5.85,True,True,True,False
"Beef, fillet, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (80g),0.0,56.0,0.0,164.59,,24.56,0.0,3.2,0.56,2.72,7.36,True,True,True,False
"Beef, fillet, grilled, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (80g),0.0,56.0,0.0,142.77,,25.52,0.0,1.92,0.48,1.44,4.4,True,True,True,False
"Beef, fillet, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),0.0,66.7,0.0,195.06,,24.73,0.0,4.37,0.69,4.26,10.7,True,True,True,False
"Beef, fillet, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),0.0,66.7,0.0,156.81,,25.53,0.0,2.3,0.58,2.3,5.98,True,True,True,False
"Beef, fried, malay style",OTHER MIXED ETHNIC DISHES,Meat based dishes,1 portion (85g),15.98,105.1,2.13,289.29,,26.44,,4.61,2.23,5.8,13.18,True,True,True,False
"Beef, liver, boiled",MEAT AND MEAT PRODUCTS,Beef and veal,Piece (4.44g),0.15,17.27,0.0,7.15,,1.08,0.0,0.03,0.05,0.08,0.22,True,True,True,False
"Beef, minced, raw",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (240g),0.0,182.4,0.0,425.45,,48.24,0.0,9.84,2.88,9.36,25.92,True,True,True,False
"Beef, minced, regular, simmered, drained",MEAT AND MEAT PRODUCTS,Beef and veal,Cup (170g),0.0,117.3,0.0,310.42,,40.12,0.0,8.16,0.68,7.14,16.66,True,True,True,False
"Beef, rendang with soya sauce, simmered (Malay)","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-16cm (138.18g),3.76,89.18,1.98,312.7,,30.32,3.08,1.98,0.39,16.33,19.61,True,True,True,False
"Beef, rib steak, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (180g),0.0,158.4,0.0,542.49,,47.34,0.0,18.63,1.55,19.4,39.6,True,True,True,False
"Beef, rib steak, grilled, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (180g),0.0,147.6,0.0,317.93,,56.34,0.0,4.7,0.45,4.95,10.08,True,True,True,False
"Beef, rib steak, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (250g),0.0,187.5,0.0,651.29,,45.75,0.0,23.75,2.25,25.75,52.75,True,True,True,False
"Beef, rib steak, raw, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (250g),0.0,167.5,0.0,303.54,,54.0,0.0,4.33,0.5,4.65,9.5,True,True,True,False
"Beef, ribeye steak, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),0.0,98.9,0.0,295.2,,33.01,0.0,8.56,0.72,9.0,18.29,True,True,True,False
"Beef, ribeye steak, grilled, lean only",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),0.0,94.3,0.0,227.58,,36.0,0.0,4.29,0.4,4.51,9.2,True,True,True,False
"Beef, ribeye steak, raw, lean and fat",MEAT AND MEAT PRODUCTS,Beef and veal,Whole (165g),0.0,117.15,0.0,315.09,,34.82,0.0,9.04,0.96,9.54,19.64,True,True,True,False
